age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y,pdays_recod
46.0,management,divorced,tertiary,0.0,-154.0,1.0,1.0,cellular,27.0,may,107.0,2.0,0.0,0.0,0.0
77.0,retired,married,primary,0.0,462.0,0.0,0.0,telephone,24.0,feb,513.0,2.0,7.0,0.0,311.0
30.0,technician,single,tertiary,0.0,799.0,1.0,1.0,cellular,6.0,may,91.0,2.0,0.0,0.0,0.0
43.0,management,married,secondary,1.0,-1164.0,1.0,1.0,cellular,18.0,jul,76.0,4.0,0.0,0.0,0.0
40.0,blue-collar,married,primary,0.0,98.0,1.0,0.0,cellular,2.0,jun,183.0,5.0,0.0,0.0,0.0
38.0,blue-collar,married,primary,0.0,3419.0,1.0,0.0,cellular,20.0,jun,324.0,5.0,0.0,0.0,0.0
25.0,unemployed,single,tertiary,0.0,711880.0,0.0,0.0,cellular,1.0,jun,377.0,1.0,0.0,1.0,0.0
49.0,management,married,tertiary,0.0,852.0,1.0,0.0,cellular,20.0,nov,408.0,1.0,0.0,0.0,0.0
33.0,blue-collar,married,primary,0.0,50.0,1.0,0.0,cellular,7.0,may,246.0,2.0,0.0,0.0,0.0
39.0,management,single,tertiary,0.0,462.0,0.0,0.0,cellular,26.0,aug,58.0,7.0,0.0,0.0,0.0
44.0,blue-collar,married,primary,0.0,10.0,1.0,0.0,cellular,17.0,may,196.0,1.0,0.0,0.0,0.0
32.0,blue-collar,married,secondary,0.0,950.0,1.0,1.0,cellular,20.0,apr,219.0,4.0,0.0,0.0,0.0
52.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,9.0,jul,197.0,1.0,0.0,0.0,0.0
35.0,management,married,tertiary,0.0,175.0,1.0,0.0,cellular,7.0,aug,257.0,2.0,0.0,0.0,0.0
32.0,management,married,secondary,0.0,6217.0,1.0,1.0,cellular,21.0,may,486.0,2.0,0.0,0.0,0.0
42.0,technician,married,secondary,0.0,-1310.0,1.0,1.0,cellular,28.0,may,162.0,1.0,0.0,0.0,0.0
59.0,blue-collar,married,secondary,0.0,139.0,0.0,0.0,cellular,5.0,jun,153.0,1.0,0.0,0.0,0.0
50.0,admin,divorced,secondary,0.0,1111.0,1.0,0.0,cellular,17.0,apr,50.0,1.0,0.0,0.0,0.0
27.0,blue-collar,single,secondary,0.0,113.0,0.0,0.0,cellular,22.0,jul,39.0,2.0,0.0,0.0,0.0
55.0,management,divorced,tertiary,0.0,-612.0,0.0,0.0,cellular,26.0,aug,131.0,2.0,0.0,0.0,0.0
54.0,blue-collar,married,secondary,0.0,310.0,1.0,0.0,cellular,28.0,jan,526.0,2.0,3.0,0.0,142.0
31.0,unemployed,single,secondary,0.0,-186.0,1.0,0.0,cellular,26.0,may,172.0,3.0,0.0,0.0,0.0
56.0,admin,married,secondary,0.0,2038.0,0.0,0.0,cellular,8.0,feb,405.0,1.0,1.0,0.0,95.0
51.0,self-employed,married,tertiary,0.0,833.0,0.0,0.0,cellular,31.0,jul,77.0,3.0,0.0,0.0,0.0
61.0,management,married,primary,0.0,625.0,1.0,0.0,cellular,19.0,may,158.0,2.0,0.0,0.0,0.0
34.0,technician,single,secondary,0.0,105.0,1.0,0.0,cellular,7.0,may,146.0,2.0,0.0,0.0,229.0
56.0,blue-collar,married,tertiary,0.0,551.0,0.0,0.0,cellular,29.0,may,27.0,1.0,0.0,0.0,0.0
29.0,student,single,primary,0.0,145.0,0.0,0.0,cellular,14.0,aug,105.0,1.0,0.0,0.0,0.0
34.0,management,single,tertiary,0.0,618.0,1.0,0.0,cellular,3.0,jun,119.0,4.0,0.0,0.0,0.0
35.0,services,single,secondary,0.0,1063.0,1.0,1.0,cellular,16.0,apr,327.0,1.0,0.0,0.0,0.0
56.0,admin,divorced,secondary,0.0,985.0,0.0,1.0,cellular,18.0,aug,150.0,2.0,0.0,0.0,0.0
45.0,blue-collar,married,secondary,0.0,2926.0,1.0,1.0,cellular,19.0,nov,482.0,3.0,2.0,0.0,280.0
31.0,admin,married,secondary,0.0,-449.0,1.0,0.0,cellular,28.0,may,81.0,2.0,0.0,0.0,0.0
37.0,entrepreneur,divorced,tertiary,0.0,66.0,0.0,0.0,cellular,18.0,nov,1164.0,2.0,0.0,1.0,0.0
43.0,admin,married,secondary,0.0,0.0,1.0,0.0,cellular,17.0,jul,183.0,3.0,0.0,0.0,0.0
40.0,management,married,secondary,0.0,419.0,1.0,0.0,cellular,10.0,jul,347.0,1.0,0.0,0.0,0.0
44.0,management,married,primary,0.0,4758.0,1.0,0.0,cellular,22.0,jul,712.0,6.0,0.0,1.0,0.0
38.0,admin,single,secondary,0.0,-23.0,0.0,0.0,cellular,20.0,nov,48.0,2.0,0.0,0.0,0.0
58.0,management,divorced,tertiary,0.0,1573.0,1.0,1.0,cellular,17.0,nov,279.0,1.0,0.0,0.0,0.0
53.0,services,married,secondary,0.0,1378.0,1.0,0.0,cellular,18.0,jul,91.0,2.0,0.0,0.0,0.0
28.0,blue-collar,married,secondary,0.0,60.0,1.0,0.0,cellular,6.0,may,161.0,1.0,1.0,0.0,63.0
45.0,blue-collar,married,primary,0.0,137.0,1.0,1.0,cellular,16.0,may,187.0,2.0,0.0,0.0,0.0
46.0,admin,married,secondary,0.0,-121.0,1.0,1.0,cellular,8.0,jul,214.0,4.0,0.0,0.0,0.0
28.0,blue-collar,single,secondary,0.0,1065.0,1.0,1.0,cellular,17.0,apr,406.0,1.0,1.0,0.0,83.0
51.0,unemployed,married,secondary,0.0,-13.0,1.0,0.0,cellular,13.0,may,361.0,1.0,1.0,0.0,36.0
51.0,blue-collar,married,primary,0.0,1869.0,0.0,0.0,cellular,17.0,jun,30.0,3.0,0.0,0.0,0.0
30.0,technician,single,secondary,0.0,4787.0,1.0,0.0,cellular,4.0,jun,99.0,2.0,0.0,0.0,0.0
39.0,technician,married,secondary,1.0,711880.0,1.0,0.0,cellular,14.0,may,202.0,2.0,0.0,0.0,0.0
28.0,blue-collar,married,primary,0.0,702.0,1.0,0.0,cellular,26.0,jun,318.0,2.0,0.0,0.0,0.0
31.0,blue-collar,married,primary,0.0,0.0,1.0,1.0,cellular,12.0,may,59.0,4.0,0.0,0.0,0.0
38.0,management,married,tertiary,0.0,46.0,0.0,0.0,cellular,29.0,aug,70.0,4.0,0.0,0.0,0.0
31.0,blue-collar,single,secondary,0.0,609.0,1.0,0.0,cellular,14.0,apr,1126.0,1.0,1.0,0.0,65.0
74.0,retired,divorced,secondary,0.0,4079.0,0.0,0.0,cellular,19.0,oct,343.0,3.0,0.0,1.0,0.0
40.0,management,single,tertiary,0.0,0.0,1.0,0.0,cellular,23.0,feb,228.0,2.0,6.0,1.0,218.0
43.0,technician,married,secondary,0.0,7876.0,1.0,0.0,cellular,11.0,aug,209.0,2.0,0.0,0.0,0.0
34.0,technician,single,tertiary,0.0,925.0,1.0,0.0,cellular,13.0,apr,709.0,2.0,0.0,1.0,0.0
54.0,management,divorced,tertiary,0.0,7010.0,0.0,0.0,cellular,11.0,mar,275.0,2.0,0.0,0.0,0.0
51.0,blue-collar,married,primary,0.0,42.0,1.0,0.0,cellular,12.0,may,51.0,2.0,3.0,0.0,58.0
33.0,blue-collar,married,secondary,0.0,285.0,0.0,0.0,cellular,3.0,jul,267.0,1.0,0.0,0.0,0.0
33.0,management,single,tertiary,0.0,3170.0,0.0,0.0,cellular,28.0,oct,246.0,2.0,0.0,0.0,0.0
48.0,admin,married,secondary,0.0,8.0,0.0,1.0,cellular,7.0,jul,46.0,1.0,0.0,0.0,0.0
42.0,self-employed,divorced,tertiary,0.0,216.0,1.0,0.0,cellular,8.0,may,144.0,3.0,0.0,0.0,0.0
35.0,management,single,tertiary,0.0,2975.0,0.0,0.0,cellular,8.0,may,249.0,2.0,0.0,0.0,0.0
25.0,management,married,secondary,0.0,894.0,1.0,0.0,cellular,28.0,may,183.0,1.0,0.0,0.0,0.0
38.0,blue-collar,single,primary,0.0,490.0,1.0,1.0,cellular,25.0,aug,17.0,1.0,0.0,0.0,0.0
45.0,entrepreneur,married,secondary,0.0,245.0,1.0,0.0,cellular,14.0,may,126.0,3.0,0.0,0.0,0.0
59.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,31.0,jul,52.0,8.0,0.0,0.0,0.0
47.0,management,married,secondary,0.0,150.0,0.0,0.0,cellular,9.0,jun,52.0,1.0,0.0,0.0,0.0
59.0,management,married,tertiary,0.0,1727.0,0.0,0.0,telephone,25.0,may,500.0,4.0,2.0,1.0,42.0
41.0,blue-collar,divorced,primary,0.0,462.0,0.0,1.0,cellular,15.0,jul,955.0,5.0,0.0,1.0,0.0
42.0,technician,married,secondary,0.0,473.0,1.0,0.0,cellular,7.0,jul,216.0,5.0,0.0,0.0,0.0
51.0,technician,divorced,tertiary,0.0,0.0,0.0,0.0,cellular,28.0,aug,84.0,7.0,0.0,0.0,0.0
45.0,management,married,secondary,0.0,-192.0,1.0,0.0,cellular,6.0,may,138.0,3.0,0.0,0.0,0.0
30.0,management,married,tertiary,0.0,1942.0,1.0,1.0,cellular,21.0,nov,436.0,2.0,3.0,1.0,222.0
33.0,blue-collar,single,secondary,0.0,5137.0,1.0,0.0,cellular,6.0,may,123.0,1.0,0.0,0.0,0.0
43.0,management,married,tertiary,0.0,13044.0,0.0,0.0,cellular,18.0,aug,36.0,4.0,0.0,0.0,0.0
37.0,blue-collar,married,secondary,0.0,1053.0,1.0,0.0,cellular,16.0,jun,183.0,3.0,0.0,0.0,0.0
73.0,retired,married,primary,0.0,154.0,0.0,0.0,cellular,15.0,oct,103.0,1.0,0.0,0.0,0.0
43.0,blue-collar,married,secondary,0.0,625.0,1.0,0.0,cellular,30.0,may,175.0,1.0,0.0,0.0,0.0
52.0,unemployed,married,primary,0.0,255.0,0.0,1.0,cellular,10.0,jul,374.0,3.0,0.0,0.0,0.0
44.0,management,married,tertiary,0.0,529.0,1.0,0.0,cellular,4.0,jun,129.0,4.0,0.0,0.0,0.0
56.0,management,married,tertiary,0.0,318.0,0.0,1.0,telephone,9.0,jul,246.0,3.0,0.0,0.0,0.0
43.0,management,married,tertiary,0.0,1937.0,0.0,0.0,cellular,19.0,jun,385.0,1.0,0.0,0.0,0.0
54.0,management,married,primary,0.0,3859.0,0.0,1.0,cellular,20.0,nov,104.0,3.0,0.0,0.0,0.0
59.0,technician,married,primary,0.0,4198.0,0.0,0.0,cellular,14.0,jan,309.0,1.0,0.0,1.0,309.0
52.0,blue-collar,married,primary,0.0,230.0,1.0,0.0,cellular,6.0,may,198.0,2.0,2.0,0.0,230.0
31.0,admin,single,secondary,0.0,747.0,1.0,0.0,cellular,26.0,may,543.0,2.0,0.0,1.0,0.0
53.0,admin,married,secondary,0.0,263.0,1.0,1.0,cellular,18.0,jul,143.0,7.0,0.0,0.0,0.0
24.0,technician,single,secondary,0.0,-46.0,1.0,0.0,cellular,19.0,may,23.0,1.0,0.0,0.0,0.0
57.0,retired,married,secondary,0.0,0.0,0.0,1.0,cellular,30.0,jun,104.0,2.0,0.0,0.0,0.0
48.0,technician,married,secondary,0.0,568.0,1.0,0.0,cellular,2.0,sep,378.0,2.0,1.0,1.0,14.0
57.0,technician,married,secondary,0.0,1469.0,1.0,0.0,cellular,17.0,nov,364.0,2.0,0.0,0.0,0.0
34.0,blue-collar,married,secondary,0.0,1412.0,1.0,1.0,cellular,27.0,may,157.0,2.0,0.0,0.0,0.0
43.0,blue-collar,married,primary,0.0,-93.0,1.0,0.0,cellular,26.0,may,402.0,2.0,0.0,0.0,0.0
31.0,services,married,secondary,0.0,-331.0,1.0,0.0,cellular,23.0,may,203.0,5.0,0.0,0.0,0.0
29.0,blue-collar,married,secondary,0.0,486.0,1.0,0.0,cellular,6.0,may,422.0,1.0,1.0,0.0,37.0
39.0,blue-collar,married,primary,0.0,694.0,1.0,0.0,cellular,21.0,nov,44.0,1.0,0.0,0.0,0.0
36.0,management,single,tertiary,0.0,2806.0,1.0,0.0,cellular,30.0,may,358.0,4.0,0.0,0.0,0.0
38.0,unemployed,single,tertiary,0.0,0.0,0.0,0.0,cellular,6.0,feb,39.0,2.0,0.0,0.0,0.0
39.0,management,divorced,tertiary,0.0,2959.0,1.0,0.0,telephone,18.0,may,325.0,1.0,0.0,0.0,0.0
41.0,housemaid,divorced,primary,0.0,22.0,1.0,0.0,cellular,18.0,nov,238.0,3.0,4.0,0.0,274.0
47.0,technician,married,secondary,0.0,1167.0,1.0,0.0,cellular,30.0,apr,968.0,1.0,5.0,1.0,313.0
38.0,management,single,tertiary,0.0,35.0,1.0,0.0,cellular,17.0,apr,156.0,1.0,3.0,0.0,127.0
80.0,retired,married,secondary,0.0,8304.0,0.0,0.0,telephone,6.0,apr,681.0,1.0,0.0,0.0,282.0
37.0,management,married,secondary,0.0,4760.0,1.0,0.0,cellular,20.0,nov,187.0,2.0,0.0,0.0,0.0
44.0,management,single,tertiary,0.0,-1313.0,1.0,1.0,cellular,15.0,may,104.0,10.0,0.0,0.0,0.0
33.0,blue-collar,single,secondary,0.0,697.0,0.0,0.0,cellular,6.0,feb,860.0,2.0,0.0,1.0,0.0
53.0,technician,married,secondary,0.0,230.0,0.0,1.0,cellular,13.0,aug,112.0,2.0,0.0,0.0,0.0
69.0,retired,married,primary,0.0,473.0,0.0,0.0,cellular,7.0,jul,112.0,1.0,1.0,0.0,322.0
46.0,technician,married,secondary,0.0,1427.0,1.0,0.0,cellular,14.0,may,32.0,3.0,0.0,0.0,0.0
30.0,management,single,tertiary,0.0,201.0,1.0,0.0,cellular,17.0,mar,325.0,2.0,0.0,1.0,0.0
39.0,self-employed,single,secondary,0.0,1086.0,0.0,0.0,cellular,20.0,nov,410.0,1.0,0.0,0.0,0.0
38.0,management,divorced,tertiary,0.0,4335.0,1.0,0.0,cellular,20.0,nov,640.0,1.0,0.0,0.0,0.0
48.0,management,married,tertiary,0.0,286.0,0.0,0.0,cellular,30.0,jul,166.0,2.0,0.0,0.0,0.0
46.0,blue-collar,divorced,primary,0.0,216.0,0.0,0.0,cellular,2.0,feb,173.0,1.0,0.0,0.0,0.0
42.0,management,married,secondary,0.0,214.0,1.0,0.0,cellular,28.0,may,21.0,2.0,0.0,0.0,0.0
41.0,blue-collar,married,secondary,0.0,343.0,1.0,0.0,cellular,14.0,may,89.0,7.0,0.0,0.0,0.0
33.0,blue-collar,married,secondary,0.0,462.0,1.0,0.0,cellular,28.0,jul,151.0,3.0,0.0,0.0,0.0
39.0,blue-collar,married,primary,0.0,1046.0,0.0,0.0,cellular,19.0,jun,112.0,4.0,0.0,0.0,0.0
27.0,student,single,secondary,0.0,1566.0,0.0,0.0,cellular,30.0,jan,164.0,5.0,0.0,0.0,0.0
26.0,management,single,tertiary,0.0,592.0,0.0,0.0,telephone,29.0,jan,145.0,2.0,1.0,0.0,236.0
54.0,services,married,secondary,0.0,-22.0,0.0,1.0,cellular,9.0,jul,85.0,1.0,0.0,0.0,0.0
51.0,services,married,secondary,0.0,0.0,0.0,0.0,cellular,18.0,jul,183.0,3.0,0.0,0.0,0.0
47.0,technician,married,secondary,0.0,72.0,0.0,0.0,cellular,29.0,may,278.0,1.0,0.0,0.0,0.0
53.0,technician,married,secondary,0.0,100.0,0.0,0.0,cellular,13.0,aug,205.0,4.0,0.0,0.0,0.0
35.0,blue-collar,married,primary,0.0,319.0,1.0,0.0,cellular,16.0,jul,221.0,1.0,0.0,0.0,0.0
58.0,management,married,tertiary,0.0,9339.0,1.0,0.0,telephone,18.0,nov,52.0,2.0,3.0,0.0,228.0
52.0,management,divorced,tertiary,0.0,50.0,1.0,0.0,cellular,12.0,jun,183.0,2.0,0.0,0.0,0.0
57.0,retired,married,secondary,1.0,32.0,1.0,0.0,cellular,15.0,may,476.0,3.0,0.0,0.0,0.0
52.0,management,married,tertiary,0.0,462.0,0.0,0.0,cellular,20.0,nov,371.0,1.0,0.0,0.0,0.0
35.0,management,single,tertiary,0.0,633.0,1.0,0.0,cellular,17.0,may,128.0,3.0,0.0,0.0,0.0
48.0,technician,married,secondary,0.0,4265.0,1.0,0.0,cellular,13.0,may,220.0,2.0,0.0,0.0,0.0
46.0,entrepreneur,married,tertiary,0.0,2262.0,0.0,0.0,telephone,14.0,jul,44.0,14.0,0.0,0.0,0.0
39.0,services,married,secondary,0.0,1970.0,1.0,0.0,cellular,8.0,jun,30.0,1.0,2.0,0.0,0.0
38.0,self-employed,divorced,tertiary,0.0,1513.0,0.0,0.0,cellular,7.0,may,330.0,1.0,1.0,0.0,58.0
34.0,entrepreneur,married,secondary,0.0,4659.0,1.0,0.0,cellular,30.0,aug,28.0,1.0,0.0,0.0,0.0
47.0,entrepreneur,married,primary,0.0,668.0,0.0,0.0,cellular,12.0,may,908.0,1.0,0.0,0.0,0.0
35.0,management,divorced,tertiary,0.0,649.0,0.0,0.0,cellular,16.0,apr,177.0,1.0,0.0,0.0,0.0
46.0,blue-collar,divorced,primary,0.0,452.0,1.0,0.0,cellular,9.0,may,183.0,4.0,0.0,0.0,0.0
27.0,management,married,secondary,0.0,-145.0,1.0,0.0,telephone,15.0,may,289.0,8.0,0.0,0.0,0.0
31.0,blue-collar,married,secondary,0.0,-498.0,1.0,0.0,cellular,21.0,jul,357.0,1.0,0.0,0.0,0.0
31.0,management,single,tertiary,0.0,462.0,0.0,0.0,cellular,28.0,aug,38.0,16.0,0.0,0.0,0.0
46.0,management,married,secondary,0.0,22.0,1.0,0.0,cellular,7.0,aug,414.0,4.0,0.0,0.0,0.0
31.0,admin,married,secondary,0.0,2304.0,1.0,0.0,cellular,20.0,nov,257.0,2.0,0.0,0.0,0.0
33.0,management,married,tertiary,0.0,1412.0,1.0,0.0,cellular,19.0,aug,480.0,1.0,0.0,1.0,0.0
33.0,management,single,primary,0.0,4897.0,1.0,0.0,cellular,20.0,may,151.0,1.0,0.0,0.0,0.0
40.0,housemaid,married,primary,0.0,1832.0,0.0,0.0,cellular,6.0,feb,213.0,4.0,0.0,0.0,0.0
39.0,blue-collar,married,primary,0.0,3726.0,0.0,1.0,cellular,27.0,aug,119.0,12.0,0.0,0.0,0.0
31.0,unemployed,married,tertiary,0.0,591.0,0.0,0.0,cellular,21.0,nov,161.0,2.0,0.0,0.0,0.0
62.0,retired,divorced,tertiary,0.0,0.0,0.0,0.0,cellular,13.0,nov,227.0,2.0,0.0,1.0,0.0
39.0,student,single,secondary,0.0,508.0,1.0,0.0,telephone,18.0,may,12.0,3.0,0.0,0.0,26.0
48.0,unemployed,married,secondary,0.0,817.0,0.0,0.0,cellular,14.0,jan,517.0,1.0,4.0,1.0,118.0
41.0,technician,divorced,secondary,0.0,348.0,1.0,0.0,cellular,7.0,may,225.0,2.0,2.0,0.0,125.0
43.0,management,married,tertiary,0.0,462.0,1.0,0.0,cellular,9.0,may,150.0,2.0,0.0,0.0,0.0
52.0,technician,married,secondary,0.0,3554.0,1.0,0.0,cellular,8.0,jul,89.0,1.0,0.0,0.0,0.0
54.0,blue-collar,married,primary,0.0,781.0,1.0,0.0,cellular,9.0,may,103.0,2.0,0.0,0.0,0.0
32.0,technician,divorced,tertiary,0.0,267.0,0.0,0.0,cellular,26.0,may,128.0,1.0,0.0,0.0,0.0
39.0,blue-collar,married,primary,0.0,1327.0,1.0,0.0,cellular,20.0,nov,277.0,1.0,0.0,0.0,0.0
41.0,management,married,primary,0.0,-306.0,1.0,0.0,cellular,15.0,may,500.0,1.0,0.0,1.0,0.0
31.0,blue-collar,single,primary,0.0,462.0,1.0,0.0,telephone,14.0,may,113.0,2.0,0.0,0.0,0.0
35.0,housemaid,married,tertiary,0.0,1265.0,1.0,0.0,cellular,15.0,may,326.0,5.0,0.0,1.0,221.0
26.0,admin,married,secondary,0.0,0.0,0.0,0.0,cellular,27.0,may,755.0,1.0,0.0,0.0,0.0
52.0,technician,married,tertiary,0.0,214.0,0.0,0.0,cellular,29.0,aug,161.0,3.0,0.0,0.0,0.0
58.0,retired,married,secondary,0.0,425.0,1.0,1.0,cellular,17.0,may,100.0,1.0,0.0,0.0,0.0
39.0,housemaid,married,secondary,0.0,3.0,0.0,0.0,cellular,4.0,aug,142.0,2.0,0.0,0.0,0.0
34.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,8.0,may,214.0,2.0,0.0,0.0,0.0
59.0,blue-collar,married,primary,0.0,0.0,0.0,0.0,cellular,18.0,nov,167.0,2.0,0.0,0.0,0.0
27.0,technician,single,secondary,0.0,462.0,0.0,1.0,cellular,9.0,jul,676.0,5.0,0.0,0.0,0.0
42.0,entrepreneur,married,tertiary,0.0,0.0,0.0,0.0,cellular,9.0,jul,236.0,1.0,0.0,0.0,0.0
47.0,housemaid,single,tertiary,0.0,3727.0,0.0,0.0,cellular,12.0,jun,993.0,2.0,0.0,1.0,0.0
33.0,blue-collar,married,secondary,0.0,0.0,1.0,1.0,cellular,28.0,jul,83.0,12.0,0.0,0.0,0.0
31.0,services,single,secondary,0.0,864.0,1.0,0.0,cellular,6.0,may,100.0,1.0,0.0,0.0,0.0
37.0,management,married,tertiary,0.0,4089.0,1.0,0.0,cellular,2.0,feb,289.0,2.0,4.0,1.0,226.0
29.0,blue-collar,married,secondary,0.0,-478.0,0.0,1.0,cellular,8.0,jul,528.0,2.0,0.0,0.0,0.0
38.0,unemployed,married,primary,0.0,-363.0,0.0,0.0,cellular,12.0,jun,340.0,2.0,0.0,0.0,0.0
35.0,self-employed,married,secondary,0.0,8883.0,0.0,0.0,cellular,21.0,nov,33.0,3.0,0.0,0.0,0.0
31.0,technician,single,secondary,0.0,1970.0,0.0,0.0,telephone,17.0,apr,284.0,3.0,0.0,0.0,0.0
32.0,technician,married,tertiary,0.0,1059.0,1.0,0.0,cellular,17.0,apr,115.0,1.0,0.0,0.0,0.0
31.0,services,married,secondary,0.0,388.0,1.0,0.0,cellular,5.0,may,730.0,2.0,0.0,0.0,0.0
51.0,management,divorced,primary,0.0,602.0,1.0,0.0,cellular,11.0,may,347.0,1.0,2.0,0.0,116.0
39.0,blue-collar,married,primary,0.0,255.0,1.0,0.0,cellular,17.0,jul,180.0,1.0,0.0,0.0,0.0
36.0,blue-collar,married,secondary,0.0,63.0,1.0,0.0,cellular,2.0,jun,56.0,8.0,0.0,0.0,0.0
39.0,self-employed,married,primary,0.0,712.0,1.0,0.0,cellular,2.0,jun,326.0,3.0,0.0,0.0,0.0
29.0,services,married,secondary,0.0,57.0,1.0,0.0,telephone,21.0,jul,342.0,9.0,0.0,0.0,0.0
43.0,management,married,tertiary,0.0,422.0,0.0,0.0,cellular,12.0,aug,110.0,1.0,0.0,0.0,0.0
33.0,services,married,secondary,0.0,462.0,0.0,0.0,cellular,12.0,nov,253.0,2.0,4.0,1.0,308.0
60.0,management,married,tertiary,0.0,3387.0,0.0,0.0,cellular,14.0,aug,636.0,2.0,0.0,0.0,0.0
51.0,technician,married,primary,0.0,260.0,0.0,0.0,cellular,19.0,aug,137.0,2.0,0.0,0.0,0.0
40.0,admin,single,secondary,0.0,-1.0,0.0,0.0,cellular,7.0,jul,173.0,1.0,0.0,0.0,0.0
39.0,technician,married,secondary,0.0,1490.0,1.0,0.0,cellular,18.0,jul,227.0,2.0,0.0,0.0,0.0
38.0,services,married,secondary,0.0,462.0,1.0,1.0,cellular,19.0,may,88.0,5.0,0.0,0.0,0.0
35.0,technician,married,secondary,0.0,1707.0,1.0,0.0,cellular,2.0,jun,426.0,3.0,0.0,0.0,0.0
47.0,technician,married,secondary,0.0,826.0,1.0,0.0,telephone,18.0,nov,183.0,3.0,8.0,0.0,288.0
45.0,management,married,secondary,0.0,907.0,1.0,0.0,cellular,18.0,aug,230.0,8.0,0.0,0.0,0.0
40.0,services,married,secondary,0.0,1836.0,1.0,0.0,cellular,12.0,may,750.0,2.0,0.0,1.0,0.0
29.0,entrepreneur,single,secondary,0.0,404.0,0.0,0.0,cellular,30.0,jan,413.0,3.0,0.0,0.0,0.0
52.0,management,divorced,tertiary,0.0,907.0,1.0,0.0,cellular,4.0,jun,104.0,2.0,0.0,0.0,0.0
26.0,technician,married,secondary,0.0,18.0,1.0,1.0,cellular,5.0,may,138.0,1.0,0.0,0.0,0.0
31.0,blue-collar,single,primary,0.0,-495.0,1.0,0.0,cellular,29.0,may,334.0,2.0,0.0,0.0,0.0
55.0,services,married,tertiary,0.0,1210.0,1.0,0.0,cellular,30.0,may,868.0,1.0,0.0,0.0,0.0
39.0,services,married,secondary,0.0,819.0,1.0,0.0,telephone,14.0,jul,102.0,14.0,0.0,0.0,0.0
56.0,management,divorced,tertiary,0.0,442.0,0.0,0.0,cellular,28.0,may,77.0,3.0,0.0,0.0,0.0
28.0,blue-collar,single,secondary,0.0,-46.0,1.0,0.0,cellular,1.0,sep,199.0,1.0,0.0,1.0,308.0
27.0,student,single,secondary,0.0,462.0,1.0,0.0,cellular,7.0,may,332.0,2.0,0.0,0.0,0.0
30.0,technician,married,secondary,0.0,371.0,0.0,0.0,cellular,7.0,aug,124.0,2.0,0.0,0.0,0.0
39.0,technician,married,tertiary,0.0,-3.0,0.0,0.0,cellular,25.0,aug,91.0,9.0,0.0,0.0,0.0
33.0,management,married,secondary,0.0,11.0,1.0,0.0,cellular,4.0,may,183.0,3.0,0.0,0.0,0.0
46.0,blue-collar,married,primary,0.0,174.0,0.0,1.0,cellular,15.0,jul,90.0,1.0,0.0,0.0,0.0
32.0,management,married,tertiary,0.0,3107.0,1.0,1.0,cellular,25.0,jul,310.0,1.0,0.0,0.0,0.0
40.0,services,married,secondary,0.0,1438.0,1.0,0.0,cellular,6.0,may,207.0,1.0,2.0,0.0,49.0
39.0,blue-collar,married,secondary,0.0,1367.0,0.0,0.0,cellular,12.0,jun,43.0,1.0,0.0,0.0,0.0
46.0,admin,single,secondary,0.0,1693.0,1.0,0.0,cellular,25.0,jan,137.0,1.0,1.0,0.0,303.0
43.0,blue-collar,married,primary,0.0,778.0,1.0,1.0,cellular,15.0,may,284.0,5.0,0.0,0.0,0.0
36.0,technician,married,tertiary,0.0,837.0,0.0,0.0,cellular,28.0,aug,68.0,6.0,0.0,0.0,0.0
48.0,management,married,tertiary,0.0,363.0,0.0,0.0,cellular,18.0,may,67.0,1.0,0.0,0.0,0.0
26.0,admin,single,secondary,0.0,462.0,1.0,1.0,cellular,18.0,may,8.0,2.0,0.0,0.0,0.0
39.0,admin,single,tertiary,0.0,0.0,1.0,0.0,cellular,11.0,may,62.0,1.0,0.0,0.0,0.0
47.0,management,married,tertiary,0.0,-50.0,0.0,1.0,cellular,7.0,jul,175.0,1.0,0.0,0.0,0.0
39.0,entrepreneur,single,primary,0.0,4.0,1.0,0.0,cellular,13.0,may,395.0,2.0,0.0,1.0,0.0
54.0,management,divorced,tertiary,0.0,26306.0,1.0,0.0,cellular,11.0,feb,27.0,1.0,3.0,0.0,316.0
35.0,admin,divorced,secondary,0.0,148.0,0.0,1.0,cellular,8.0,jul,199.0,1.0,0.0,0.0,0.0
52.0,services,married,secondary,0.0,431.0,0.0,0.0,cellular,26.0,aug,73.0,2.0,0.0,0.0,0.0
25.0,technician,single,tertiary,0.0,777.0,1.0,0.0,cellular,14.0,may,351.0,1.0,0.0,0.0,0.0
29.0,management,married,tertiary,0.0,199.0,1.0,1.0,cellular,7.0,may,1689.0,4.0,0.0,1.0,0.0
35.0,technician,single,tertiary,0.0,3552.0,0.0,0.0,cellular,21.0,nov,267.0,1.0,0.0,0.0,0.0
49.0,services,married,secondary,0.0,47.0,0.0,0.0,cellular,5.0,may,234.0,2.0,0.0,0.0,0.0
41.0,admin,divorced,secondary,0.0,3823.0,0.0,0.0,cellular,26.0,apr,234.0,10.0,0.0,0.0,0.0
32.0,management,married,tertiary,0.0,138.0,0.0,0.0,cellular,20.0,aug,94.0,4.0,0.0,0.0,0.0
